network,date,fee_token,gwei_high,gwei_avg,gwei_median,gwei_low,cost_usd_high,cost_usd_avg,cost_usd_median,cost_usd_low,tx_count
Arbitrum One,2025-08-13,ETH,0.326117,0.02848310527189901,0.012446294476867912,0.01,0.0989875829272936,0.008645589604740952,0.0037682967712057945,0.003035339553819444,3305792
Base,2025-08-13,ETH,2161.363041988,0.042246317024248234,0.010445541515507091,0.001746952,656.0470760481854,0.01286591759829278,0.0032152190387033297,0.0005315530042142816,8796224
Optimism,2025-08-13,ETH,106.707592053,0.021029797675060642,0.001000588256131258,3.3e-07,32.389395560256375,0.00648144593625826,0.00036534636718073754,2.1229778952332842e-07,1118635
Polygon PoS,2025-08-13,POL,426079.31328016,70.71958723751209,32.95909705208068,25.000000081,6.931889673746336,0.0011505378487619373,0.0005366568079682489,0.00040672531381778977,3924021
zkSync Era,2025-08-13,ETH,7.456,0.06605197768818913,0.04525,0.04525,2.2631491713277763,0.0200490180484878,0.013734911481032978,0.013734911481032975,56483
Arbitrum One,2025-08-14,ETH,4.074631,0.08381207962974858,0.012485585956789927,0.01,1.2324264920483636,0.0253500813421754,0.00381023082144578,0.00302463337673611,3152328
Base,2025-08-14,ETH,34154.23611578,0.05473952836843064,0.010396550833016166,0.000363391,10330.404335881636,0.016604633779493914,0.003220426464491824,0.00011089589623163192,9249882
Optimism,2025-08-14,ETH,1630.340255495,0.04201553299971022,0.000996185204142956,3.46e-07,493.1185389274202,0.012812155651441904,0.0003513592143713097,1.5018411545785824e-07,1058361
Polygon PoS,2025-08-14,POL,344314.623048228,82.25743530618256,34.74151701702626,25.00000008,5.519678305901074,0.0013186619178094119,0.0005573813903852264,0.0004007728654317788,4064374
zkSync Era,2025-08-14,ETH,15,0.08172932167053856,0.04535209801183555,0.04525,4.536950065104165,0.024720123418263754,0.013693054146377424,0.013686466029730896,50237
Arbitrum One,2025-08-15,ETH,0.211049,0.022375322855703633,0.01000319431094168,0.01,0.06238477142606492,0.006614006235225284,0.0029575138622534,0.002955937788194443,3003543
Base,2025-08-15,ETH,877.80590658,0.030062944395949514,0.002811361276948931,3.2404e-05,259.4741455653117,0.008906276017524271,0.0008447734901666649,9.9033167430156e-06,8312238
Optimism,2025-08-15,ETH,181.139009686,0.014883080702458019,0.0009999921046836297,4.02e-07,53.54357126556217,0.004445371003371851,0.0003214436739383752,1.527282567003019e-07,1148631
Polygon PoS,2025-08-15,POL,959444.560705496,63.80978770213212,33.94281951694359,25.000000093,14.726793917211847,0.0009794350105016502,0.0005200925265866315,0.00038373228050734523,3777131
zkSync Era,2025-08-15,ETH,6.5,0.06807753186545219,0.04529840415061248,0.04525,1.9213595623263873,0.02012329489682098,0.01337812759251852,0.013375618491579849,33137
Arbitrum One,2025-08-16,ETH,0.109135,0.010872188086029248,0.01,0.01,0.031429146989251734,0.0031310175237156007,0.0028798412048611113,0.0028798412048611105,2510096
