Date,Price,Open,High,Low,Vol.,Change %
6/13/2016,1.5362,1.5535,1.5574,1.5188,69.46K,-1.50%
6/14/2016,1.5213,1.5263,1.5324,1.4896,48.95K,-0.97%
6/15/2016,1.5014,1.4901,1.5203,1.4738,64.39K,-1.31%
6/16/2016,1.4653,1.4957,1.5066,1.4589,51.51K,-2.40%
6/17/2016,1.5053,1.4628,1.5174,1.4609,45.19K,2.73%
6/20/2016,1.5827,1.5126,1.5849,1.509,41.66K,5.14%
6/21/2016,1.5929,1.5699,1.6029,1.5484,35.64K,0.64%
6/22/2016,1.5882,1.6015,1.6131,1.5729,43.55K,-0.30%
6/23/2016,1.6035,1.583,1.61,1.5799,29.37K,0.96%
6/24/2016,1.525,1.607,1.61,1.517,40.21K,-4.90%
6/27/2016,1.4767,1.5335,1.5383,1.4685,31.01K,-3.17%
6/28/2016,1.51,1.4875,1.52,1.482,23.82K,2.26%
6/29/2016,1.5248,1.5068,1.533,1.5018,24.16K,0.98%
6/30/2016,1.5014,1.5205,1.5247,1.4816,7.89K,-1.53%
7/1/2016,1.5135,1.5025,1.5253,1.4658,65.82K,0.81%
7/3/2016,1.5173,1.5191,1.5227,1.5156,,0.25%
7/4/2016,1.4973,1.5174,1.5241,1.4916,,-1.32%
7/5/2016,1.4287,1.5176,1.5249,1.4157,66.85K,-4.58%
7/6/2016,1.4329,1.4275,1.46,1.3807,77.65K,0.29%
7/7/2016,1.3631,1.4571,1.4683,1.3533,75.73K,-4.87%
7/8/2016,1.3708,1.3677,1.3884,1.3523,63.27K,0.56%
7/11/2016,1.3835,1.3664,1.4014,1.3509,60.40K,0.93%
7/12/2016,1.4301,1.3814,1.4406,1.3768,53.49K,3.37%
7/13/2016,1.3784,1.4138,1.4168,1.3672,51.74K,-3.62%
7/14/2016,1.414,1.386,1.4184,1.3802,44.02K,2.58%
7/15/2016,1.422,1.404,1.4425,1.3944,47.39K,0.57%
7/18/2016,1.3872,1.4188,1.43,1.3836,35.35K,-2.45%
7/19/2016,1.3757,1.3883,1.3977,1.3715,31.14K,-0.83%
7/20/2016,1.3637,1.3752,1.3811,1.3381,35.55K,-0.87%
7/21/2016,1.355,1.3599,1.3789,1.3497,27.33K,-0.64%
7/22/2016,1.3615,1.3497,1.3675,1.3383,38.98K,0.48%
7/25/2016,1.3336,1.358,1.3615,1.3291,31.03K,-2.05%
7/26/2016,1.3452,1.3311,1.3485,1.3093,38.71K,0.87%
7/27/2016,1.3214,1.3407,1.36,1.3035,29.21K,-1.77%
7/28/2016,1.3062,1.3244,1.3438,1.3005,22.47K,-1.15%
7/29/2016,1.321,1.3033,1.3274,1.276,,1.13%
8/1/2016,1.3036,1.3135,1.3389,1.2869,59.89K,-1.32%
8/2/2016,1.3116,1.3127,1.3481,1.2954,72.70K,0.61%
8/3/2016,1.3499,1.3103,1.3534,1.2967,80.28K,2.92%
8/4/2016,1.368,1.3535,1.3699,1.3111,74.16K,1.34%
8/5/2016,1.3763,1.367,1.3797,1.3504,70.81K,0.61%
8/8/2016,1.362,1.3725,1.3964,1.3549,83.95K,-1.04%
8/9/2016,1.3462,1.359,1.3649,1.3374,71.70K,-1.16%
8/10/2016,1.3014,1.3576,1.3656,1.2956,91.71K,-3.33%
8/11/2016,1.3617,1.2977,1.3668,1.2817,81.23K,4.63%
8/12/2016,1.3709,1.3571,1.3791,1.3411,59.76K,0.68%
8/15/2016,1.4007,1.3759,1.404,1.3541,54.75K,2.17%
8/16/2016,1.4226,1.395,1.4267,1.388,65.97K,1.56%
8/17/2016,1.4505,1.4053,1.4556,1.39,77.24K,1.96%
8/18/2016,1.4897,1.4515,1.4923,1.4428,49.26K,2.70%
8/19/2016,1.5129,1.4905,1.5158,1.4714,48.64K,1.56%
8/22/2016,1.4842,1.5087,1.5087,1.4679,36.62K,-1.90%
8/23/2016,1.4988,1.4803,1.506,1.4546,36.57K,0.98%
8/24/2016,1.5096,1.4894,1.5233,1.4791,42.25K,0.72%
8/25/2016,1.5114,1.4944,1.5165,1.473,34.62K,0.12%
8/26/2016,1.5128,1.51,1.5257,1.4912,33.43K,0.09%
8/29/2016,1.4669,1.5043,1.5055,1.4636,23.30K,-3.03%
8/30/2016,1.4483,1.4688,1.4762,1.4334,21.78K,-1.27%
8/31/2016,1.4122,1.4415,1.4469,1.4023,8.18K,-2.49%
9/1/2016,1.2724,1.3375,1.3442,1.2668,66.43K,-9.90%
9/2/2016,1.3016,1.281,1.3085,1.276,59.87K,2.29%
9/4/2016,1.2897,1.2891,1.2938,1.2876,,-0.91%
9/5/2016,1.314,1.2898,1.3614,1.2873,,1.88%
9/6/2016,1.3164,1.2892,1.3621,1.2855,72.69K,0.18%
9/7/2016,1.3464,1.3146,1.3626,1.313,69.57K,2.28%
9/8/2016,1.4165,1.3623,1.4227,1.3597,81.89K,5.21%
9/9/2016,1.3611,1.4033,1.4056,1.3562,72.67K,-3.91%
9/12/2016,1.3899,1.3593,1.4013,1.3507,87.23K,2.12%
9/13/2016,1.3765,1.3867,1.4128,1.3573,99.85K,-0.96%
9/14/2016,1.3615,1.3777,1.3875,1.3374,87.10K,-1.09%
9/15/2016,1.4302,1.3652,1.4433,1.361,97.17K,5.05%
9/16/2016,1.4616,1.42,1.4788,1.4183,111.20K,2.20%
9/19/2016,1.4208,1.47,1.4779,1.4159,70.88K,-2.79%
9/20/2016,1.3646,1.4164,1.4216,1.3392,69.43K,-3.96%
9/21/2016,1.399,1.3791,1.4061,1.375,48.96K,2.52%
9/22/2016,1.4018,1.4021,1.418,1.3879,48.69K,0.20%
9/23/2016,1.3769,1.3932,1.4145,1.3635,42.23K,-1.78%
9/26/2016,1.4024,1.379,1.4205,1.3702,36.18K,1.85%
9/27/2016,1.3937,1.3986,1.4118,1.3655,41.62K,-0.62%
9/28/2016,1.4777,1.4082,1.4867,1.392,34.04K,6.03%
9/29/2016,1.4668,1.4765,1.4855,1.4489,21.91K,-0.74%
9/30/2016,1.4874,1.4728,1.4942,1.4434,21.91K,1.40%
10/3/2016,1.4705,1.459,1.4755,1.4421,52.43K,-1.14%
10/4/2016,1.4996,1.472,1.5063,1.4621,77.36K,1.98%
10/5/2016,1.4928,1.5016,1.5163,1.4815,73.78K,-0.45%
10/6/2016,1.4978,1.4854,1.5035,1.4672,54.47K,0.33%
10/7/2016,1.4818,1.504,1.5062,1.4701,76.14K,-1.07%
10/10/2016,1.4972,1.478,1.5107,1.465,59.80K,1.04%
10/11/2016,1.4829,1.4892,1.5074,1.4708,63.86K,-0.96%
10/12/2016,1.4619,1.4899,1.491,1.4534,55.79K,-1.42%
10/13/2016,1.4818,1.46,1.4844,1.448,68.47K,1.36%
10/14/2016,1.4936,1.48,1.5001,1.4699,52.10K,0.80%
10/17/2016,1.4924,1.4995,1.5072,1.4768,58.81K,-0.08%
10/18/2016,1.5057,1.5001,1.5185,1.4925,42.16K,0.89%
10/19/2016,1.5136,1.5018,1.5191,1.499,49.06K,0.52%
10/20/2016,1.4937,1.5136,1.5155,1.4755,40.65K,-1.31%
10/21/2016,1.5314,1.4962,1.537,1.4898,46.12K,2.52%
10/24/2016,1.5038,1.5329,1.5348,1.4849,33.39K,-1.80%
10/25/2016,1.5005,1.5001,1.5185,1.4779,34.47K,-0.22%
10/26/2016,1.4831,1.482,1.4957,1.4601,37.97K,-1.16%
10/27/2016,1.4871,1.4879,1.4985,1.4695,34.36K,0.27%
10/28/2016,1.4691,1.4858,1.4984,1.4593,32.13K,-1.21%
10/31/2016,1.4495,1.4642,1.4712,1.4308,10.98K,-1.33%
11/1/2016,1.4841,1.44,1.6351,1.44,185.79K,2.39%
11/2/2016,1.4479,1.4837,1.4864,1.4318,88.28K,-2.44%
11/3/2016,1.4245,1.4496,1.4667,1.4144,70.57K,-1.62%
11/4/2016,1.3786,1.4206,1.4227,1.3676,86.32K,-3.22%
11/7/2016,1.371,1.41,1.4148,1.3561,73.06K,-0.55%
11/8/2016,1.3692,1.37,1.3779,1.3512,75.53K,-0.13%
11/9/2016,1.3572,1.37,1.3832,1.3333,71.62K,-0.88%
11/10/2016,1.3377,1.3598,1.3756,1.3323,68.14K,-1.44%
11/11/2016,1.3053,1.3369,1.35,1.2961,68.12K,-2.42%
11/14/2016,1.2778,1.3009,1.3057,1.2681,54.21K,-2.11%
11/15/2016,1.335,1.2834,1.3428,1.2811,58.56K,4.48%
11/16/2016,1.3191,1.334,1.3488,1.3105,56.73K,-1.19%
11/17/2016,1.343,1.3141,1.3572,1.3122,48.98K,1.81%
11/18/2016,1.3391,1.3394,1.3487,1.3205,33.17K,-0.29%
11/21/2016,1.3965,1.3455,1.4141,1.341,36.33K,4.29%
11/22/2016,1.4098,1.3995,1.4304,1.3883,39.65K,0.95%
11/23/2016,1.4217,1.4031,1.4305,1.3938,37.52K,0.84%
11/24/2016,1.4284,1.4244,1.4386,1.4201,,0.47%
11/25/2016,1.3727,1.423,1.439,1.3669,13.91K,-3.90%
11/28/2016,1.4127,1.3695,1.426,1.3512,25.98K,2.91%
11/29/2016,1.3771,1.4127,1.4127,1.3625,32.24K,-2.52%
11/30/2016,1.4908,1.3776,1.5,1.3764,9.66K,8.26%
12/1/2016,1.547,1.4761,1.5732,1.4732,77.19K,3.77%
12/2/2016,1.5591,1.5524,1.5693,1.5152,56.02K,0.78%
12/5/2016,1.5575,1.5581,1.5789,1.5405,47.26K,-0.10%
12/6/2016,1.5359,1.5491,1.5608,1.5291,51.93K,-1.39%
12/7/2016,1.5082,1.5428,1.55,1.503,65.61K,-1.80%
12/8/2016,1.5047,1.5086,1.5149,1.484,56.66K,-0.23%
12/9/2016,1.5073,1.5055,1.5207,1.4988,50.11K,0.17%
12/12/2016,1.543,1.5257,1.591,1.5257,59.13K,2.37%
12/13/2016,1.5507,1.5387,1.5711,1.5261,70.90K,0.50%
12/14/2016,1.5331,1.5305,1.5613,1.5175,49.36K,-1.13%
12/15/2016,1.5421,1.533,1.5517,1.5116,51.13K,0.59%
12/16/2016,1.5571,1.5436,1.5705,1.5279,48.83K,0.97%
12/19/2016,1.5639,1.5601,1.5696,1.5517,38.02K,0.44%
12/20/2016,1.5936,1.566,1.6029,1.5581,32.00K,1.90%
12/21/2016,1.6055,1.6044,1.6133,1.5906,35.03K,0.75%
12/22/2016,1.604,1.6005,1.6062,1.578,33.08K,-0.09%
12/23/2016,1.6262,1.5993,1.6323,1.5747,23.91K,1.38%
12/26/2016,1.6267,1.6252,1.6307,1.6252,,0.03%
12/27/2016,1.6528,1.6183,1.6738,1.6175,38.01K,1.60%
12/28/2016,1.6746,1.6517,1.684,1.6478,27.11K,1.32%
12/29/2016,1.682,1.6791,1.7038,1.6667,20.32K,0.44%
12/30/2016,1.6651,1.6763,1.681,1.6592,,-1.00%
1/2/2017,1.6782,1.6722,1.6835,1.6722,,0.79%
1/3/2017,1.6218,1.674,1.7095,1.6169,67.23K,-3.36%
1/4/2017,1.6459,1.6322,1.648,1.6185,46.15K,1.49%
1/5/2017,1.6377,1.6403,1.6561,1.612,56.86K,-0.50%
1/6/2017,1.634,1.6391,1.6583,1.6239,68.25K,-0.23%
1/9/2017,1.5707,1.6297,1.6337,1.5667,70.92K,-3.87%
1/10/2017,1.5467,1.5698,1.5891,1.541,65.28K,-1.53%
1/11/2017,1.5929,1.5574,1.616,1.5494,76.52K,2.99%
1/12/2017,1.6108,1.5958,1.6337,1.5925,62.58K,1.12%
1/13/2017,1.6117,1.6158,1.6214,1.598,54.36K,0.06%
1/15/2017,1.6109,1.6112,1.6124,1.6082,,-0.05%
1/16/2017,1.6218,1.6107,1.6243,1.6051,,0.68%
1/17/2017,1.6004,1.6087,1.6624,1.599,72.27K,-1.32%
1/18/2017,1.5487,1.6026,1.613,1.54,57.33K,-3.23%
1/19/2017,1.5345,1.5416,1.5578,1.5263,37.35K,-0.92%
1/20/2017,1.566,1.5455,1.5794,1.5354,34.60K,2.05%
1/23/2017,1.5667,1.5645,1.5768,1.5414,28.56K,0.04%
1/24/2017,1.5759,1.5747,1.5931,1.556,43.16K,0.59%
1/25/2017,1.5238,1.5598,1.5643,1.5156,34.54K,-3.31%
1/26/2017,1.5427,1.5315,1.551,1.5041,25.95K,1.24%
1/27/2017,1.5271,1.533,1.5486,1.5171,25.61K,-1.01%
1/30/2017,1.5055,1.5222,1.527,1.4991,22.18K,-1.41%
1/31/2017,1.5256,1.5041,1.5513,1.5024,5.65K,1.34%
2/1/2017,1.5791,1.5565,1.5858,1.5457,87.17K,3.51%
2/2/2017,1.5329,1.5799,1.5919,1.5305,75.70K,-2.93%
2/3/2017,1.5537,1.536,1.5643,1.5192,74.53K,1.36%
2/6/2017,1.5103,1.555,1.5708,1.5051,83.42K,-2.79%
2/7/2017,1.4875,1.5139,1.5162,1.4716,82.51K,-1.51%
2/8/2017,1.5527,1.472,1.5594,1.465,125.81K,4.38%
2/9/2017,1.5702,1.551,1.5811,1.5471,97.85K,1.13%
2/10/2017,1.5896,1.5703,1.6134,1.569,72.86K,1.24%
2/13/2017,1.5446,1.5895,1.6031,1.5399,71.32K,-2.83%
2/14/2017,1.5467,1.545,1.5759,1.5339,63.99K,0.14%
2/15/2017,1.5479,1.5424,1.5603,1.5348,51.16K,0.08%
2/16/2017,1.5247,1.5488,1.557,1.5106,52.09K,-1.50%
2/17/2017,1.5166,1.523,1.525,1.4857,51.84K,-0.53%
2/19/2017,1.5175,1.5154,1.5229,1.5154,,0.06%
2/20/2017,1.5038,1.5175,1.5295,1.4979,,-0.90%
2/21/2017,1.494,1.5152,1.533,1.4875,47.43K,-0.65%
2/22/2017,1.5133,1.4965,1.5236,1.4838,35.12K,1.29%
2/23/2017,1.5286,1.5219,1.5586,1.5159,43.39K,1.01%
2/24/2017,1.5148,1.5239,1.525,1.4945,30.44K,-0.90%
2/27/2017,1.5327,1.5111,1.542,1.5107,31.64K,1.18%
2/28/2017,1.512,1.5305,1.5327,1.4734,10.44K,-1.35%
3/1/2017,1.678,1.7101,1.7257,1.665,75.15K,10.98%
3/2/2017,1.6433,1.665,1.673,1.6266,89.59K,-2.07%
3/3/2017,1.6531,1.6424,1.6591,1.639,63.67K,0.60%
3/6/2017,1.6723,1.6544,1.6845,1.6361,62.22K,1.16%
3/7/2017,1.6798,1.6796,1.7043,1.6748,72.94K,0.45%
3/8/2017,1.6526,1.6998,1.7072,1.6435,108.98K,-1.62%
3/9/2017,1.6243,1.6471,1.667,1.6067,102.10K,-1.71%
3/10/2017,1.6001,1.625,1.6429,1.5905,68.50K,-1.49%
3/13/2017,1.5807,1.5946,1.5947,1.5742,61.89K,-1.21%
3/14/2017,1.5835,1.5802,1.603,1.5623,64.83K,0.18%
3/15/2017,1.5834,1.6029,1.6108,1.5781,62.86K,-0.01%
3/16/2017,1.5942,1.5895,1.61,1.579,47.78K,0.68%
3/17/2017,1.5989,1.5919,1.6094,1.586,44.08K,0.29%
3/20/2017,1.6113,1.598,1.6248,1.581,41.35K,0.78%
3/21/2017,1.6052,1.6125,1.635,1.5988,33.66K,-0.38%
3/22/2017,1.6019,1.6112,1.6121,1.5835,38.07K,-0.21%
3/23/2017,1.5896,1.6019,1.6094,1.5784,24.46K,-0.77%
3/24/2017,1.6048,1.5878,1.6138,1.5809,29.39K,0.96%
3/27/2017,1.6189,1.6109,1.62,1.59,29.06K,0.88%
3/28/2017,1.6349,1.6175,1.655,1.6137,31.47K,0.99%
3/29/2017,1.672,1.631,1.6749,1.6283,25.51K,2.27%
3/30/2017,1.6812,1.67,1.6919,1.6646,15.67K,0.55%
3/31/2017,1.7001,1.689,1.7054,1.6651,,1.12%
4/3/2017,1.6937,1.7007,1.715,1.6893,66.64K,-0.38%
4/4/2017,1.7217,1.695,1.7283,1.6839,64.25K,1.65%
4/5/2017,1.7153,1.7269,1.7374,1.7041,73.02K,-0.37%
4/6/2017,1.7296,1.7144,1.732,1.7087,60.60K,0.83%
4/7/2017,1.7462,1.7303,1.766,1.7154,68.38K,0.96%
4/10/2017,1.7581,1.7466,1.7615,1.744,52.05K,0.68%
4/11/2017,1.7577,1.7617,1.7652,1.7364,73.59K,-0.02%
4/12/2017,1.7417,1.7639,1.771,1.7323,74.74K,-0.91%
4/13/2017,1.7349,1.7397,1.7449,1.7218,61.48K,-0.39%
4/17/2017,1.7196,1.7333,1.7413,1.7175,44.33K,-0.88%
4/18/2017,1.711,1.7229,1.7234,1.6928,51.93K,-0.50%
4/19/2017,1.659,1.7016,1.7123,1.65,40.46K,-3.04%
4/20/2017,1.6705,1.662,1.6787,1.6571,42.26K,0.69%
4/21/2017,1.6445,1.6683,1.682,1.639,35.21K,-1.56%
4/24/2017,1.6214,1.6416,1.6554,1.6197,34.44K,-1.40%
4/25/2017,1.623,1.6215,1.631,1.6003,42.98K,0.10%
4/26/2017,1.5903,1.6045,1.6166,1.578,28.30K,-2.01%
4/27/2017,1.55,1.5793,1.5819,1.539,23.16K,-2.53%
4/28/2017,1.548,1.5553,1.5831,1.5382,9.03K,-0.13%
5/1/2017,1.5272,1.5481,1.5547,1.5142,61.02K,-1.34%
5/2/2017,1.5136,1.5245,1.553,1.5075,80.93K,-0.89%
5/3/2017,1.5338,1.5387,1.546,1.5086,80.75K,1.33%
5/4/2017,1.4812,1.5264,1.5299,1.4683,89.66K,-3.43%
5/5/2017,1.5046,1.4825,1.5141,1.45,67.87K,1.58%
5/8/2017,1.5178,1.5065,1.5288,1.5006,64.55K,0.88%
5/9/2017,1.4895,1.5234,1.5296,1.4835,61.66K,-1.86%
5/10/2017,1.5396,1.4849,1.5523,1.4805,87.27K,3.36%
5/11/2017,1.5622,1.5439,1.5709,1.5422,73.09K,1.47%
5/12/2017,1.5761,1.567,1.5839,1.5574,65.86K,0.89%
5/15/2017,1.5954,1.5785,1.6186,1.5777,55.89K,1.22%
5/16/2017,1.6043,1.596,1.615,1.5898,65.62K,0.56%
5/17/2017,1.6027,1.5928,1.6197,1.5846,74.47K,-0.10%
5/18/2017,1.6063,1.5982,1.6172,1.5597,47.11K,0.22%
5/19/2017,1.6523,1.6073,1.6544,1.606,51.14K,2.86%
5/22/2017,1.6626,1.6549,1.6679,1.6487,32.02K,0.62%
5/23/2017,1.6614,1.6629,1.6691,1.6434,40.68K,-0.07%
5/24/2017,1.6526,1.6685,1.675,1.641,38.70K,-0.53%
5/25/2017,1.6093,1.6548,1.6695,1.5973,36.89K,-2.62%
5/26/2017,1.6426,1.6105,1.6479,1.6003,39.41K,2.07%
5/28/2017,1.628,1.6313,1.6316,1.6263,,-0.89%
5/29/2017,1.6305,1.6282,1.6441,1.6184,,0.15%
5/30/2017,1.6389,1.6416,1.66,1.6226,26.83K,0.52%
5/31/2017,1.6122,1.64,1.6402,1.589,7.77K,-1.63%
6/1/2017,1.6014,1.6051,1.6225,1.5885,79.19K,-0.67%
6/2/2017,1.5771,1.5921,1.596,1.5545,67.00K,-1.52%
6/5/2017,1.5381,1.577,1.5905,1.5357,74.49K,-2.47%
6/6/2017,1.5545,1.539,1.5574,1.522,90.72K,1.07%
6/7/2017,1.4913,1.5288,1.541,1.4873,98.62K,-4.07%
6/8/2017,1.4919,1.5023,1.5163,1.4854,69.67K,0.04%
6/9/2017,1.5017,1.4919,1.5135,1.4782,64.71K,0.66%
6/12/2017,1.488,1.5017,1.5241,1.4834,71.65K,-0.91%
6/13/2017,1.4995,1.4877,1.5067,1.4746,70.20K,0.77%
6/14/2017,1.4327,1.4856,1.499,1.4292,99.10K,-4.45%
6/15/2017,1.4357,1.432,1.4425,1.4101,88.86K,0.21%
6/16/2017,1.4548,1.44,1.4615,1.4369,58.86K,1.33%
6/19/2017,1.4506,1.4523,1.4716,1.446,60.15K,-0.29%
6/20/2017,1.424,1.4486,1.4571,1.4165,36.91K,-1.83%
6/21/2017,1.4105,1.4228,1.445,1.3955,52.01K,-0.95%
6/22/2017,1.4345,1.4112,1.4472,1.4035,43.13K,1.70%
6/23/2017,1.4341,1.4369,1.4454,1.4271,40.50K,-0.03%
6/26/2017,1.4387,1.4352,1.448,1.4121,32.94K,0.32%
6/27/2017,1.4598,1.4523,1.4688,1.4494,3.07K,1.47%
6/28/2017,1.4833,1.4455,1.4891,1.4449,1.25K,1.61%
6/29/2017,1.4856,1.4942,1.5022,1.4887,0.12K,0.16%
6/30/2017,1.5137,1.4811,1.515,1.4774,2.84K,1.89%
7/3/2017,1.5348,1.5046,1.539,1.5035,2.81K,1.39%
7/4/2017,1.5287,1.5265,1.5375,1.5235,0.75K,-0.40%
7/5/2017,1.5024,1.532,1.532,1.4924,2.50K,-1.72%
7/6/2017,1.5287,1.523,1.5405,1.5099,3.99K,1.75%
7/7/2017,1.4984,1.5019,1.5056,1.4759,2.71K,-1.98%
7/10/2017,1.5007,1.4998,1.5127,1.4775,2.34K,0.15%
7/11/2017,1.5183,1.5,1.5291,1.4798,4.16K,1.17%
7/12/2017,1.5208,1.534,1.5443,1.5172,4.67K,0.16%
7/13/2017,1.5261,1.5047,1.538,1.5029,2.86K,0.35%
7/14/2017,1.5605,1.5249,1.5631,1.5249,3.94K,2.25%
7/17/2017,1.5567,1.5618,1.5711,1.5575,3.45K,-0.24%
7/18/2017,1.5789,1.5549,1.5912,1.5549,4.51K,1.43%
7/19/2017,1.6169,1.5851,1.6177,1.5851,3.06K,2.41%
7/20/2017,1.6062,1.6138,1.6331,1.6032,3.30K,-0.66%
7/21/2017,1.5633,1.6087,1.6122,1.5562,1.83K,-2.67%
7/24/2017,1.5568,1.5509,1.5707,1.5503,2.19K,-0.42%
7/25/2017,1.5962,1.5568,1.6057,1.5568,2.29K,2.53%
7/26/2017,1.6173,1.5997,1.6191,1.5818,2.06K,1.32%
7/27/2017,1.6446,1.6135,1.6478,1.6123,1.68K,1.69%
7/28/2017,1.6761,1.642,1.6741,1.642,0.24K,1.92%
7/31/2017,1.6766,1.6708,1.6769,1.6504,2.71K,0.03%
8/1/2017,1.6613,1.6794,1.68,1.64,2.40K,-0.91%
8/2/2017,1.6448,1.651,1.664,1.6298,5.03K,-0.99%
8/3/2017,1.6319,1.6289,1.6547,1.6281,2.83K,-0.78%
8/4/2017,1.6463,1.6268,1.6504,1.6267,1.65K,0.88%
8/7/2017,1.6299,1.6323,1.6329,1.6063,2.72K,-1.00%
8/8/2017,1.6208,1.621,1.6325,1.5982,3.30K,-0.56%
8/9/2017,1.62,1.6,1.6235,1.6,1.93K,-0.05%
8/10/2017,1.6028,1.623,1.6489,1.5961,1.63K,-1.06%
8/11/2017,1.5179,1.4991,1.5225,1.4991,3.62K,-5.30%
8/14/2017,1.486,1.5169,1.5247,1.4855,2.01K,-2.10%
8/15/2017,1.4901,1.484,1.4929,1.4743,2.35K,0.28%
8/16/2017,1.4733,1.4984,1.501,1.4694,2.72K,-1.13%
8/17/2017,1.4949,1.4738,1.4989,1.4505,4.26K,1.47%
8/18/2017,1.5331,1.5071,1.5403,1.4901,2.96K,2.56%
8/21/2017,1.4961,1.5217,1.5245,1.4865,4.06K,-2.41%
8/22/2017,1.5015,1.505,1.5142,1.4944,3.28K,0.36%
8/23/2017,1.5278,1.4953,1.5321,1.4941,3.41K,1.75%
8/24/2017,1.5481,1.5455,1.5569,1.5327,12.21K,1.33%
8/25/2017,1.5408,1.5898,1.595,1.5278,11.45K,-0.47%
8/28/2017,1.5713,1.6124,1.6124,1.5649,4.33K,1.98%
8/29/2017,1.7833,1.7269,1.8003,1.6966,1.16K,13.49%
8/30/2017,1.8847,1.84,1.9128,1.839,0.35K,5.69%
8/31/2017,1.7792,1.67,1.7786,1.6612,4.07K,-5.60%
9/1/2017,1.7479,1.7731,1.7734,1.6972,3.37K,-1.76%
9/4/2017,1.6915,1.7156,1.7156,1.658,0.66K,-3.23%
9/5/2017,1.6991,1.6748,1.7001,1.6711,0.92K,0.45%
9/6/2017,1.6733,1.6766,1.6793,1.6469,1.99K,-1.52%
9/7/2017,1.661,1.6669,1.685,1.645,1.06K,-0.74%
9/8/2017,1.6476,1.6683,1.6711,1.64,0.80K,-0.81%
9/11/2017,1.6345,1.6426,1.6426,1.6031,0.99K,-0.80%
9/12/2017,1.6563,1.6315,1.658,1.6315,1.52K,1.33%
9/13/2017,1.6473,1.6538,1.671,1.6425,2.10K,-0.54%
9/14/2017,1.6287,1.6754,1.6585,1.6243,3.01K,-1.13%
9/15/2017,1.6617,1.6213,1.6656,1.621,2.91K,2.03%
9/18/2017,1.6686,1.665,1.6772,1.6542,1.61K,0.42%
9/19/2017,1.655,1.6654,1.6718,1.6425,2.23K,-0.82%
9/20/2017,1.6551,1.6624,1.665,1.6443,2.66K,0.01%
9/21/2017,1.6438,1.6455,1.6539,1.621,2.21K,-0.68%
9/22/2017,1.6684,1.6546,1.6693,1.6467,1.63K,1.50%
9/25/2017,1.722,1.6686,1.7298,1.6656,4.44K,3.21%
9/26/2017,1.6988,1.7435,1.7435,1.6825,5.19K,-1.35%
9/27/2017,1.654,1.692,1.6934,1.6415,3.79K,-2.64%
9/28/2017,1.6318,1.6343,1.643,1.6303,0.42K,-1.34%
9/29/2017,1.591,1.6156,1.6232,1.5847,1.93K,-2.50%
10/2/2017,1.5553,1.5909,1.5909,1.5425,1.27K,-2.24%
10/3/2017,1.5655,1.5564,1.5677,1.5418,1.39K,0.66%
10/4/2017,1.5805,1.548,1.5889,1.547,2.52K,0.96%
10/5/2017,1.6114,1.588,1.6315,1.5873,2.44K,1.96%
10/6/2017,1.5588,1.6267,1.6279,1.5501,2.40K,-3.26%
10/9/2017,1.5594,1.5441,1.5649,1.5366,1.67K,0.04%
10/10/2017,1.5915,1.561,1.5962,1.561,2.00K,2.06%
10/11/2017,1.5885,1.585,1.5894,1.5711,4.70K,-0.19%
10/12/2017,1.5645,1.5759,1.5788,1.5555,4.44K,-1.51%
10/13/2017,1.6008,1.5892,1.605,1.5781,3.29K,2.32%
10/16/2017,1.5994,1.6055,1.6225,1.5979,2.53K,-0.09%
10/17/2017,1.6123,1.6011,1.6193,1.5964,2.42K,0.81%
10/18/2017,1.619,1.6169,1.6278,1.6038,2.64K,0.42%
10/19/2017,1.6154,1.6277,1.6295,1.6013,3.06K,-0.22%
10/20/2017,1.6435,1.6014,1.644,1.5992,3.43K,1.74%
10/23/2017,1.639,1.6522,1.6522,1.6342,3.42K,-0.27%
10/24/2017,1.6734,1.6282,1.6881,1.6282,4.04K,2.10%
10/25/2017,1.6861,1.6845,1.6892,1.66,6.86K,0.76%
10/26/2017,1.7017,1.6765,1.7067,1.6663,4.47K,0.93%
10/27/2017,1.7174,1.7009,1.7227,1.6845,3.20K,0.92%
10/30/2017,1.7132,1.7203,1.7281,1.7034,4.70K,-0.24%
10/31/2017,1.7125,1.6868,1.7244,1.6839,3.30K,-0.04%
11/1/2017,1.7149,1.7304,1.7433,1.7076,3.96K,0.14%
11/2/2017,1.7347,1.7122,1.7466,1.7122,6.52K,1.15%
11/3/2017,1.756,1.7469,1.7575,1.7304,4.62K,1.23%
11/6/2017,1.8017,1.761,1.8031,1.7539,3.43K,2.60%
11/7/2017,1.7933,1.7918,1.799,1.7803,4.55K,-0.47%
11/8/2017,1.7968,1.7798,1.8139,1.7755,4.71K,0.20%
11/9/2017,1.8015,1.7975,1.8101,1.7888,3.50K,0.26%
11/10/2017,1.7961,1.7949,1.8101,1.7911,3.73K,-0.30%
11/13/2017,1.7832,1.8044,1.8051,1.7769,3.67K,-0.72%
11/14/2017,1.7531,1.7778,1.7778,1.7267,3.71K,-1.69%
11/15/2017,1.733,1.7337,1.7437,1.7219,4.44K,-1.15%
11/16/2017,1.7117,1.7331,1.7335,1.7115,4.12K,-1.23%
11/17/2017,1.7442,1.7174,1.7487,1.7174,2.23K,1.90%
11/20/2017,1.7378,1.7265,1.7414,1.718,2.32K,-0.37%
11/21/2017,1.7649,1.743,1.7646,1.7368,2.60K,1.56%
